"Date","CodeOffice","CodeTaxe","TaxeDescription","AmountPaid","AmountAssessed"
"2024-11-24",DJPRT,DPI,Droit d'assises sur les papiers ,2500000.0,2500000.0
"2024-11-24",DJPRT,FDT,Frais de Timbre,37000.0,38000.0
"2024-11-24",DJPRT,FDT,Recette FDT,13000.0,0.0
"2024-11-24",DJPRT,PAL,Droit d'Assises sur les Pattes,25460.0,25460.0
"2024-11-24",DJPRT,RFSH,Redevance Fonds Soutien Handicaps,652.0,652.0
"2024-11-24",DJPRT,TIC10,Taxe Intérieur Consommation à 10%,9136430.0,8358592.0
"2024-11-24",DJPRT,TIC20,Taxe Intérieur Consommation à 20%,24053.0,24053.0
"2024-11-24",DJPRT,TIC23,Taxe Intérieur Consommation à 23%,13495350,15126759
"2024-11-24",DJPRT,TVA,Taxe sur la Valeur Ajoutée,21909063,21667099
"2024-11-24",DJPTR,ALG,Ajustement Légale du Gasoil,3305906.0,3305906.0
"2024-11-24",DJPTR,ALP,Ajustement Légal du Pétrol,-528497.0,-528497.0
"2024-11-24",DJPTR,ALS,Ajustement Légal du Super,3137113.0,3137113.0
"2024-11-24",DJPTR,CUA,Taxe de Contribution de l'UA,302912.0,302912.0
"2024-11-24",DJPTR,DAG,Droit d'accise sur le gasoil,2658906.0,2658906.0
"2024-11-24",DJPTR,DAS,Droit d'accises sur le Super,2229727.0,2229727.0
"2024-11-24",DJPTR,DPL,Droit d'accise du Petrol Lampant,0.0,0.0
"2024-11-24",DJPTR,FDT,Frais de Timbre,7000.0,7000.0
"2024-11-24",DJPTR,RLG,Redevance Légale su Gasoil,8078642.0,8078642.0
"2024-11-24",DJPTR,RLP,Redevance Légale du Pétrol,91210.0,91210.0
"2024-11-24",DJPTR,RLS,Redevance Légale du Super,2122763.0,2122763.0
"2024-11-24",DJPTR,TIC23,Taxe Intérieur Consommation à 23%,13352881,13352881
"2024-11-24",DJPTR,TVA,Taxe sur la Valeur Ajoutée,7629751.0,7629751.0
"2024-11-24",DJREV,CUA,Taxe de Contribution de l'UA,0.0,21900.0
"2024-11-24",DJREV,FDT,Frais de Timbre,1000.0,4000.0
"2024-11-24",DJREV,TVA,Taxe sur la Valeur Ajoutée,0.0,1095186.0
"2024-11-24",DJTRS,FDT,Frais de Timbre,354000.0,222000.0
"2024-11-24",DJUKB,FDT,Frais de Timbre,30000.0,30000.0
"2024-11-24",DJZEA,FDT,Frais de Timbre,29000.0,28000.0
"2024-11-24",DJZFR,FDT,Frais de Timbre,4000.0,4000.0
"2024-11-25",DIFTZ,ATB,Alcool Transit Boutre,0.0,97996.0
"2024-11-25",DIFTZ,CUA,Taxe de Contribution de l'UA,41437.0,1430.0
"2024-11-25",DIFTZ,FDT,Frais de Timbre,71000.0,73000.0
"2024-11-25",DIFTZ,FJT,FJSL TRANSIT ALCOOL ET TABAC,3803823.0,97996.0
"2024-11-25",DIFTZ,TIC10,Taxe Intérieur Consommation à 10%,621307.0,0.0
"2024-11-25",DIFTZ,TIC23,Taxe Intérieur Consommation à 23%,1000758.0,0.0
"2024-11-25",DIFTZ,TIC8,Taxe Intérieur de Consommation à 8%,57232.0,57232.0
"2024-11-25",DIFTZ,TTT,Transit Tabacs Terrestre,5705735.0,0.0
"2024-11-25",DIFTZ,TVA,Taxe sur la Valeur Ajoutée,2162667.0,0.0
"2024-11-25",DJAFR,CUA,Taxe de Contribution de l'UA,22054.0,22347.0
"2024-11-25",DJAFR,FDT,Frais de Timbre,29000.0,32000.0
"2024-11-25",DJAFR,TIC10,Taxe Intérieur Consommation à 10%,182245.0,173556.0
"2024-11-25",DJAFR,TIC23,Taxe Intérieur Consommation à 23%,614356.0,668101.0
"2024-11-25",DJAFR,TIC8,Taxe Intérieur de Consommation à 8%,523072.0,523072.0
"2024-11-25",DJAFR,TVA,Taxe sur la Valeur Ajoutée,529013.0,548197.0
"2024-11-25",DJAKH,CCD,Frais Chambre de Commerce,47929.0,32769.0
"2024-11-25",DJAKH,CUA,Taxe de Contribution de l'UA,70240.0,49334.0
"2024-11-25",DJAKH,DAK,Droit d'Accisse Khat,19209605,11538463
"2024-11-25",DJAKH,FDT,Frais de Timbre,258000.0,136000.0
"2024-11-25",DJAKH,FJS,FJSL,1756000.0,1233350.0
"2024-11-25",DJAKH,IGS,IGS / KHAT,5136209.0,3039618.0
"2024-11-25",DJAKH,ISS,Impôt Spécial de Solidarité,513529.0,354321.0
"2024-11-25",DJAKH,PAT,Patente Khat,1756000.0,1211550.0
"2024-11-25",DJAKH,TIC23,Taxe Intérieur Consommation à 23%,8077600.0,5573130.0
"2024-11-25",DJAKH,TVA,Taxe sur la Valeur Ajoutée,4319760.0,2975399.0
"2024-11-25",DJCPT,FDT,Recette FDT,1000.0,0.0
"2024-11-25",DJEXO,CBU,Taxe de Contribution Budgétaire,0.0,37673.0
"2024-11-25",DJEXO,CUA,Taxe de Contribution de l'UA,3870.0,3286.0
"2024-11-25",DJEXO,DAA,Droit d'Accisse Alcool,0.0,0.0
"2024-11-25",DJEXO,DAL,Droit d'Accisse Huiles lubrifiants,0.0,0.0
"2024-11-25",DJEXO,DEG,Droit d'assise eau gazeuse,0.0,0.0
"2024-11-25",DJEXO,FDT,Frais de Timbre,27000.0,26000.0
"2024-11-25",DJEXO,RFSH,Redevance Fonds Soutien Handicaps,0.0,0.0
"2024-11-25",DJEXO,TIC10,Taxe Intérieur Consommation à 10%,0.0,0.0
"2024-11-25",DJEXO,TIC23,Taxe Intérieur Consommation à 23%,0.0,0.0
"2024-11-25",DJEXO,TIC8,Taxe Intérieur de Consommation à 8%,0.0,0.0
"2024-11-25",DJEXO,TVA,Taxe sur la Valeur Ajoutée,104503.0,75346.0
"2024-11-25",DJFRZ,CUA,Taxe de Contribution de l'UA,61539.0,17789.0
"2024-11-25",DJFRZ,DAA,Droit d'Accisse Alcool,0.0,1441023.0
"2024-11-25",DJFRZ,DJU,Droit D'assises Jus des Fruits,0.0,1325029.0
"2024-11-25",DJFRZ,FDT,Frais de Timbre,63000.0,65000.0
"2024-11-25",DJFRZ,RFSH,Redevance Fonds Soutien Handicaps,0.0,19241.0
"2024-11-25",DJFRZ,TIC10,Taxe Intérieur Consommation à 10%,728931.0,0.0
"2024-11-25",DJFRZ,TIC23,Taxe Intérieur Consommation à 23%,1032638.0,2045948.0
"2024-11-25",DJFRZ,TVA,Taxe sur la Valeur Ajoutée,1354060.0,1370743.0
"2024-11-25",DJGAR,CUA,Taxe de Contribution de l'UA,137605.0,140105.0
"2024-11-25",DJGAR,FDT,Frais de Timbre,32000.0,37000.0
"2024-11-25",DJGAR,TIC8,Taxe Intérieur de Consommation à 8%,5504865.0,5504865.0
"2024-11-25",DJGAR,TVA,Taxe sur la Valeur Ajoutée,0.0,125000.0
"2024-11-25",DJPRT,CUA,Taxe de Contribution de l'UA,177089.0,379015.0
"2024-11-25",DJPRT,FDT,Frais de Timbre,24000.0,34000.0
"2024-11-25",DJPRT,FDT,Recette FDT,13000.0,0.0
"2024-11-25",DJPRT,PAL,Droit d'Assises sur les Pattes,0.0,1143040.0
"2024-11-25",DJPRT,PLA,Droits d'assises sur les sachets en,0.0,112500.0
"2024-11-25",DJPRT,RBS,Redevence Bitume Sodium,0.0,2746319.0
"2024-11-25",DJPRT,TIC10,Taxe Intérieur Consommation à 10%,3891914.0,8070032.0
"2024-11-25",DJPRT,TIC20,Taxe Intérieur Consommation à 20%,0.0,2166850.0
"2024-11-25",DJPRT,TIC23,Taxe Intérieur Consommation à 23%,8023832.0,22523130
"2024-11-25",DJPRT,TVA,Taxe sur la Valeur Ajoutée,10467283,22352876
"2024-11-25",DJPTR,ALG,Ajustement Légale du Gasoil,29920760,0.0
"2024-11-25",DJPTR,FDT,Frais de Timbre,3000.0,2000.0
"2024-11-25",DJREV,CUA,Taxe de Contribution de l'UA,0.0,129019.0
"2024-11-25",DJREV,FDT,Frais de Timbre,0.0,5000.0
"2024-11-25",DJREV,TIC30,Taxe Intérieur Consommation à 30%,0.0,1005240.0
"2024-11-25",DJREV,TVA,Taxe sur la Valeur Ajoutée,0.0,6551839.0
"2024-11-25",DJTRS,FDT,Frais de Timbre,208000.0,235000.0
"2024-11-25",DJUKB,FDT,Frais de Timbre,26000.0,25000.0
"2024-11-25",DJZEA,FDT,Frais de Timbre,23000.0,23000.0
"2024-11-25",DJZFR,CUA,Taxe de Contribution de l'UA,4916.0,4916.0
"2024-11-25",DJZFR,FDT,Frais de Timbre,4000.0,5000.0
"2024-11-25",DJZFR,TIC10,Taxe Intérieur Consommation à 10%,245847.0,245847.0
"2024-11-25",DJZFR,TVA,Taxe sur la Valeur Ajoutée,270431.0,270431.0
"2024-11-26",DIFTZ,CUA,Taxe de Contribution de l'UA,24729.0,2819.0
"2024-11-26",DIFTZ,DAL,Droit d'Accisse Huiles lubrifiants,303400.0,303400.0
"2024-11-26",DIFTZ,FDT,Frais de Timbre,61000.0,56000.0
"2024-11-26",DIFTZ,TIC23,Taxe Intérieur Consommation à 23%,2315204.0,324438.0
"2024-11-26",DIFTZ,TVA,Taxe sur la Valeur Ajoutée,1498468.0,203842.0
"2024-11-26",DJAFR,AIB,Accompte impôt Bénéfice,4100.0,4100.0
"2024-11-26",DJAFR,CUA,Taxe de Contribution de l'UA,22874.0,21563.0
"2024-11-26",DJAFR,FDT,Frais de Timbre,34000.0,35000.0
"2024-11-26",DJAFR,FDT,Frais de Timbre,1000.0,0.0
"2024-11-26",DJAFR,TIC10,Taxe Intérieur Consommation à 10%,64887.0,142734.0
"2024-11-26",DJAFR,TIC23,Taxe Intérieur Consommation à 23%,763583.0,433670.0
"2024-11-26",DJAFR,TIC8,Taxe Intérieur de Consommation à 8%,594369.0,594369.0
"2024-11-26",DJAFR,TVA,Taxe sur la Valeur Ajoutée,483825.0,393026.0
"2024-11-26",DJAKH,CCD,Frais Chambre de Commerce,13686.0,44661.0
"2024-11-26",DJAKH,CUA,Taxe de Contribution de l'UA,20066.0,66774.0
"2024-11-26",DJAKH,DAK,Droit d'Accisse Khat,5487698.0,14773007
"2024-11-26",DJAKH,FDT,Frais de Timbre,141000.0,137000.0
"2024-11-26",DJAKH,FJS,FJSL,501650.0,1669350.0
"2024-11-26",DJAKH,IGS,IGS / KHAT,1467280.0,3883672.0
"2024-11-26",DJAKH,ISS,Impôt Spécial de Solidarité,146674.0,481835.0
"2024-11-26",DJAKH,PAT,Patente Khat,501650.0,1647500.0
"2024-11-26",DJAKH,TIC23,Taxe Intérieur Consommation à 23%,2307590.0,7578500.0
"2024-11-26",DJAKH,TVA,Taxe sur la Valeur Ajoutée,1234059.0,4047824.0
"2024-11-26",DJBAP,CUA,Taxe de Contribution de l'UA,1390.0,1390.0
"2024-11-26",DJBAP,FDT,Frais de Timbre,4000.0,4000.0
"2024-11-26",DJBAP,TIC10,Taxe Intérieur Consommation à 10%,8000.0,8000.0
"2024-11-26",DJBAP,TIC23,Taxe Intérieur Consommation à 23%,141450.0,141450.0
"2024-11-26",DJBAP,TVA,Taxe sur la Valeur Ajoutée,84445.0,84445.0
"2024-11-26",DJEXO,CBU,Taxe de Contribution Budgétaire,114673.0,77000.0
"2024-11-26",DJEXO,CUA,Taxe de Contribution de l'UA,14024.0,12518.0
"2024-11-26",DJEXO,DAA,Droit d'Accisse Alcool,0.0,0.0
"2024-11-26",DJEXO,DEG,Droit d'assise eau gazeuse,0.0,0.0
"2024-11-26",DJEXO,DJU,Droit D'assises Jus des Fruits,0.0,0.0
"2024-11-26",DJEXO,FDT,Frais de Timbre,23000.0,28000.0
"2024-11-26",DJEXO,RFSH,Redevance Fonds Soutien Handicaps,0.0,0.0
"2024-11-26",DJEXO,TIC10,Taxe Intérieur Consommation à 10%,0.0,0.0
"2024-11-26",DJEXO,TIC23,Taxe Intérieur Consommation à 23%,0.0,0.0
"2024-11-26",DJEXO,TIC30,Taxe Intérieur Consommation à 30%,0.0,0.0
"2024-11-26",DJEXO,TVA,Taxe sur la Valeur Ajoutée,701246.0,625900.0
"2024-11-26",DJFRZ,CUA,Taxe de Contribution de l'UA,14729.0,15598.0
"2024-11-26",DJFRZ,FDT,Frais de Timbre,48000.0,50000.0
"2024-11-26",DJFRZ,TIC10,Taxe Intérieur Consommation à 10%,736633.0,736633.0
"2024-11-26",DJFRZ,TIC23,Taxe Intérieur Consommation à 23%,0.0,99981.0
"2024-11-26",DJFRZ,TVA,Taxe sur la Valeur Ajoutée,810297.0,863765.0
"2024-11-26",DJGAR,CUA,Taxe de Contribution de l'UA,7472.0,5472.0
"2024-11-26",DJGAR,FDT,Frais de Timbre,6000.0,2000.0
"2024-11-26",DJGAR,TIC8,Taxe Intérieur de Consommation à 8%,198900.0,198900.0
"2024-11-26",DJGAR,TVA,Taxe sur la Valeur Ajoutée,125000.0,25000.0
"2024-11-26",DJPRT,CUA,Taxe de Contribution de l'UA,340714.0,320048.0
"2024-11-26",DJPRT,DAP,Droit d'Accisse Parfums,345500.0,487196.0
"2024-11-26",DJPRT,DJU,Droit D'assises Jus des Fruits,4800.0,4800.0
"2024-11-26",DJPRT,FDT,Frais de Timbre,32000.0,32000.0
"2024-11-26",DJPRT,FDT,Recette FDT,17000.0,0.0
"2024-11-26",DJPRT,PLA,Droits d'assises sur les sachets en,112500.0,0.0
"2024-11-26",DJPRT,TIC10,Taxe Intérieur Consommation à 10%,11172568,8358277.0
"2024-11-26",DJPRT,TIC23,Taxe Intérieur Consommation à 23%,8035999.0,9510148.0
"2024-11-26",DJPRT,TIC8,Taxe Intérieur de Consommation à 8%,0.0,278691.0
"2024-11-26",DJPRT,TVA,Taxe sur la Valeur Ajoutée,19095813,17490577
"2024-11-26",DJPTR,FDT,Frais de Timbre,1000.0,1000.0
"2024-11-26",DJREV,CUA,Taxe de Contribution de l'UA,230224.0,129814.0
"2024-11-26",DJREV,FDT,Frais de Timbre,17000.0,13000.0
"2024-11-26",DJREV,TIC30,Taxe Intérieur Consommation à 30%,1005240.0,0.0
"2024-11-26",DJREV,TVA,Taxe sur la Valeur Ajoutée,11612470,6491158.0
"2024-11-26",DJTRS,FDT,Frais de Timbre,214000.0,252000.0
"2024-11-26",DJUKB,FDT,Frais de Timbre,15000.0,20000.0
"2024-11-26",DJZEA,CUA,Taxe de Contribution de l'UA,92214.0,92214.0
"2024-11-26",DJZEA,FDT,Frais de Timbre,15000.0,19000.0
"2024-11-26",DJZEA,TIC23,Taxe Intérieur Consommation à 23%,962791.0,962791.0
"2024-11-26",DJZEA,TIC8,Taxe Intérieur de Consommation à 8%,107346.0,107346.0
"2024-11-26",DJZEA,TVA,Taxe sur la Valeur Ajoutée,514884.0,514884.0
"2024-11-26",DJZFR,CUA,Taxe de Contribution de l'UA,0.0,1212.0
"2024-11-26",DJZFR,FDT,Frais de Timbre,2000.0,10000.0
"2024-11-26",DJZFR,TIC8,Taxe Intérieur de Consommation à 8%,0.0,48487.0
"2024-11-27",DIFTZ,CUA,Taxe de Contribution de l'UA,34083.0,64894.0
"2024-11-27",DIFTZ,DAA,Droit d'Accisse Alcool,0.0,5739816.0
"2024-11-27",DIFTZ,FDT,Frais de Timbre,52000.0,56000.0
"2024-11-27",DIFTZ,RFSH,Redevance Fonds Soutien Handicaps,0.0,76643.0
"2024-11-27",DIFTZ,TIC10,Taxe Intérieur Consommation à 10%,356155.0,356155.0
"2024-11-27",DIFTZ,TIC23,Taxe Intérieur Consommation à 23%,2370725.0,3250827.0
"2024-11-27",DIFTZ,TVA,Taxe sur la Valeur Ajoutée,1976843.0,3021487.0
"2024-11-27",DJAFR,CUA,Taxe de Contribution de l'UA,19973.0,73184.0
"2024-11-27",DJAFR,FDT,Frais de Timbre,29000.0,35000.0
"2024-11-27",DJAFR,TIC10,Taxe Intérieur Consommation à 10%,231429.0,167051.0
"2024-11-27",DJAFR,TIC23,Taxe Intérieur Consommation à 23%,59978.0,1587710.0
"2024-11-27",DJAFR,TIC8,Taxe Intérieur de Consommation à 8%,269114.0,2195837.0
"2024-11-27",DJAFR,TVA,Taxe sur la Valeur Ajoutée,771747.0,1090401.0
"2024-11-27",DJAKH,CCD,Frais Chambre de Commerce,17076.0,31897.0
"2024-11-27",DJAKH,CUA,Taxe de Contribution de l'UA,25020.0,48008.0
"2024-11-27",DJAKH,DAK,Droit d'Accisse Khat,6842597.0,11276330
"2024-11-27",DJAKH,FDT,Frais de Timbre,99000.0,137000.0
"2024-11-27",DJAKH,FJS,FJSL,625500.0,1200200.0
"2024-11-27",DJAKH,IGS,IGS / KHAT,1829549.0,2971654.0
"2024-11-27",DJAKH,ISS,Impôt Spécial de Solidarité,182913.0,344877.0
"2024-11-27",DJAKH,PAT,Patente Khat,625500.0,1179275.0
"2024-11-27",DJAKH,TIC23,Taxe Intérieur Consommation à 23%,2877300.0,5424665.0
"2024-11-27",DJAKH,TVA,Taxe sur la Valeur Ajoutée,1538730.0,2896203.0
"2024-11-27",DJBAP,CUA,Taxe de Contribution de l'UA,852.0,852.0
"2024-11-27",DJBAP,DAA,Droit d'Accisse Alcool,13500.0,13500.0
"2024-11-27",DJBAP,FDT,Frais de Timbre,3000.0,3000.0
"2024-11-27",DJBAP,RFSH,Redevance Fonds Soutien Handicaps,180.0,180.0
"2024-11-27",DJBAP,TIC10,Taxe Intérieur Consommation à 10%,36700.0,36700.0
"2024-11-27",DJBAP,TIC23,Taxe Intérieur Consommation à 23%,13570.0,13570.0
"2024-11-27",DJBAP,TVA,Taxe sur la Valeur Ajoutée,48977.0,48977.0
"2024-11-27",DJCTR,AMD,Depense,-10000.0,0.0
"2024-11-27",DJEXO,AIB,Accompte impôt Bénéfice,0.0,0.0
"2024-11-27",DJEXO,CBU,Taxe de Contribution Budgétaire,22366.0,1869.0
"2024-11-27",DJEXO,CUA,Taxe de Contribution de l'UA,23941.0,131201.0
"2024-11-27",DJEXO,DEG,Droit d'assise eau gazeuse,0.0,0.0
"2024-11-27",DJEXO,FDT,Frais de Timbre,27000.0,32000.0
"2024-11-27",DJEXO,RFSH,Redevance Fonds Soutien Handicaps,0.0,0.0
"2024-11-27",DJEXO,TIC10,Taxe Intérieur Consommation à 10%,0.0,0.0
"2024-11-27",DJEXO,TIC23,Taxe Intérieur Consommation à 23%,0.0,0.0
"2024-11-27",DJEXO,TIC8,Taxe Intérieur de Consommation à 8%,0.0,0.0
"2024-11-27",DJEXO,TVA,Taxe sur la Valeur Ajoutée,284631.0,284631.0
"2024-11-27",DJFRZ,CUA,Taxe de Contribution de l'UA,10426.0,85493.0
"2024-11-27",DJFRZ,DAA,Droit d'Accisse Alcool,5227531.0,3351148.0
"2024-11-27",DJFRZ,FDT,Frais de Timbre,86000.0,83000.0
"2024-11-27",DJFRZ,PLA,Droits d'assises sur les sachets en,6810.0,6810.0
"2024-11-27",DJFRZ,RFSH,Redevance Fonds Soutien Handicaps,69800.0,44746.0
"2024-11-27",DJFRZ,TIC10,Taxe Intérieur Consommation à 10%,125324.0,2221101.0
"2024-11-27",DJFRZ,TIC23,Taxe Intérieur Consommation à 23%,911520.0,542533.0
"2024-11-27",DJFRZ,TVA,Taxe sur la Valeur Ajoutée,1148752.0,3069142.0
"2024-11-27",DJGAR,CUA,Taxe de Contribution de l'UA,1500.0,1000.0
"2024-11-27",DJGAR,FDT,Frais de Timbre,3000.0,2000.0
"2024-11-27",DJGAR,TVA,Taxe sur la Valeur Ajoutée,75000.0,50000.0
"2024-11-27",DJPRT,CUA,Taxe de Contribution de l'UA,230401.0,241596.0
"2024-11-27",DJPRT,DAA,Droit d'Accisse Alcool,0.0,1822118.0
"2024-11-27",DJPRT,DAP,Droit d'Accisse Parfums,269196.0,127500.0
"2024-11-27",DJPRT,DBL,Droit D'Assises Boisons Lactées,1500.0,1500.0
"2024-11-27",DJPRT,DEG,Droit d'assise eau gazeuse,0.0,9226.0
"2024-11-27",DJPRT,DEM,Droit d'accises Eau Minéral,0.0,63126.0
"2024-11-27",DJPRT,DJU,Droit D'assises Jus des Fruits,0.0,28760.0
"2024-11-27",DJPRT,DYA,Droit d'assises sur les yaourts,6000.0,6000.0
"2024-11-27",DJPRT,FDT,Frais de Timbre,31000.0,41000.0
"2024-11-27",DJPRT,FDT,Recette FDT,8000.0,0.0
"2024-11-27",DJPRT,PAL,Droit d'Assises sur les Pattes,0.0,53880.0
"2024-11-27",DJPRT,PLA,Droits d'assises sur les sachets en,225000.0,225000.0
"2024-11-27",DJPRT,RFSH,Redevance Fonds Soutien Handicaps,0.0,25437.0
"2024-11-27",DJPRT,TIC10,Taxe Intérieur Consommation à 10%,5478649.0,6317848.0
"2024-11-27",DJPRT,TIC20,Taxe Intérieur Consommation à 20%,0.0,174196.0
"2024-11-27",DJPRT,TIC23,Taxe Intérieur Consommation à 23%,3204364.0,4143536.0
"2024-11-27",DJPRT,TIC8,Taxe Intérieur de Consommation à 8%,798967.0,817850.0
"2024-11-27",DJPRT,TVA,Taxe sur la Valeur Ajoutée,10863996,11674487
"2024-11-27",DJREV,AMT,Amendes Trésor,9939966.0,0.0
"2024-11-27",DJREV,CUA,Taxe de Contribution de l'UA,69175.0,0.0
"2024-11-27",DJREV,FDT,Frais de Timbre,5000.0,1000.0
"2024-11-27",DJREV,TIC23,Taxe Intérieur Consommation à 23%,2146659.0,0.0
"2024-11-27",DJREV,TVA,Taxe sur la Valeur Ajoutée,3673708.0,0.0
"2024-11-27",DJTRS,FDT,Frais de Timbre,215000.0,266000.0
"2024-11-27",DJUKB,FDT,Frais de Timbre,19000.0,16000.0
"2024-11-27",DJZEA,CUA,Taxe de Contribution de l'UA,50162.0,50162.0
"2024-11-27",DJZEA,FDT,Frais de Timbre,15000.0,11000.0
"2024-11-27",DJZEA,PAL,Droit d'Assises sur les Pattes,5460000.0,5460000.0
"2024-11-27",DJZEA,TIC20,Taxe Intérieur Consommation à 20%,5016295.0,5016295.0
"2024-11-27",DJZEA,TVA,Taxe sur la Valeur Ajoutée,3555777.0,3555777.0
"2024-11-27",DJZFR,CUA,Taxe de Contribution de l'UA,3026.0,0.0
"2024-11-27",DJZFR,FDT,Frais de Timbre,10000.0,7000.0
"2024-11-27",DJZFR,TIC10,Taxe Intérieur Consommation à 10%,90727.0,0.0
"2024-11-27",DJZFR,TIC8,Taxe Intérieur de Consommation à 8%,48487.0,0.0
"2024-11-27",DJZFR,TVA,Taxe sur la Valeur Ajoutée,99800.0,0.0
"2024-11-28",DIFTZ,CUA,Taxe de Contribution de l'UA,30811.0,786.0
"2024-11-28",DIFTZ,DAA,Droit d'Accisse Alcool,5739816.0,590235.0
"2024-11-28",DIFTZ,FDT,Frais de Timbre,68000.0,62000.0
"2024-11-28",DIFTZ,RFSH,Redevance Fonds Soutien Handicaps,76643.0,7880.0
"2024-11-28",DIFTZ,TIC23,Taxe Intérieur Consommation à 23%,880102.0,90500.0
"2024-11-28",DIFTZ,TVA,Taxe sur la Valeur Ajoutée,1044644.0,107421.0
"2024-11-28",DJAFR,CUA,Taxe de Contribution de l'UA,21035.0,73897.0
"2024-11-28",DJAFR,DJU,Droit D'assises Jus des Fruits,0.0,640.0
"2024-11-28",DJAFR,DYA,Droit d'assises sur les yaourts,0.0,108000.0
"2024-11-28",DJAFR,FDT,Frais de Timbre,49000.0,55000.0
"2024-11-28",DJAFR,PAL,Droit d'Assises sur les Pattes,0.0,2560.0
"2024-11-28",DJAFR,TIC10,Taxe Intérieur Consommation à 10%,196236.0,988222.0
"2024-11-28",DJAFR,TIC20,Taxe Intérieur Consommation à 20%,0.0,29833.0
"2024-11-28",DJAFR,TIC23,Taxe Intérieur Consommation à 23%,1044426.0,4828891.0
"2024-11-28",DJAFR,TIC8,Taxe Intérieur de Consommation à 8%,221770.0,270006.0
"2024-11-28",DJAFR,TVA,Taxe sur la Valeur Ajoutée,914067.0,3954037.0
"2024-11-28",DJAKH,CCD,Frais Chambre de Commerce,162212.0,39957.0
"2024-11-28",DJAKH,CUA,Taxe de Contribution de l'UA,282384.0,59950.0
"2024-11-28",DJAKH,DAK,Droit d'Accisse Khat,52342496,14233895
"2024-11-28",DJAKH,FDT,Frais de Timbre,225000.0,137000.0
"2024-11-28",DJAKH,FJS,FJSL,7059600.0,1498750.0
"2024-11-28",DJAKH,IGS,IGS / KHAT,13011682,3756168.0
"2024-11-28",DJAKH,ISS,Impôt Spécial de Solidarité,1848714.0,431496.0
"2024-11-28",DJAKH,PAT,Patente Khat,6320725.0,1475425.0
"2024-11-28",DJAKH,TIC23,Taxe Intérieur Consommation à 23%,29075335,6786955.0
"2024-11-28",DJAKH,TVA,Taxe sur la Valeur Ajoutée,15379019,3624180.0
"2024-11-28",DJBAP,CUA,Taxe de Contribution de l'UA,1044.0,1044.0
"2024-11-28",DJBAP,FDT,Frais de Timbre,2000.0,2000.0
"2024-11-28",DJBAP,TIC10,Taxe Intérieur Consommation à 10%,46000.0,46000.0
"2024-11-28",DJBAP,TIC23,Taxe Intérieur Consommation à 23%,14260.0,14260.0
"2024-11-28",DJBAP,TVA,Taxe sur la Valeur Ajoutée,58226.0,58226.0
"2024-11-28",DJCFZ,AMD,Depense,-5000.0,0.0
"2024-11-28",DJCPT,TIC,Recette TIC,1000.0,0.0
"2024-11-28",DJEXO,AMT,Amendes Trésor,25000.0,0.0
"2024-11-28",DJEXO,CBU,Taxe de Contribution Budgétaire,0.0,50874.0
"2024-11-28",DJEXO,CUA,Taxe de Contribution de l'UA,115840.0,29001.0
"2024-11-28",DJEXO,FDT,Frais de Timbre,31000.0,40000.0
"2024-11-28",DJEXO,TIC10,Taxe Intérieur Consommation à 10%,0.0,0.0
"2024-11-28",DJEXO,TIC23,Taxe Intérieur Consommation à 23%,0.0,0.0
"2024-11-28",DJEXO,TIC30,Taxe Intérieur Consommation à 30%,0.0,0.0
"2024-11-28",DJEXO,TIC8,Taxe Intérieur de Consommation à 8%,0.0,0.0
"2024-11-28",DJEXO,TVA,Taxe sur la Valeur Ajoutée,369120.0,1329510.0
"2024-11-28",DJFRZ,CUA,Taxe de Contribution de l'UA,8971.0,23401.0
"2024-11-28",DJFRZ,DAA,Droit d'Accisse Alcool,0.0,281468.0
"2024-11-28",DJFRZ,DAT,Droit d'Accisse Tabacs,0.0,1178857.0
"2024-11-28",DJFRZ,DEM,Droit d'accises Eau Minéral,133560.0,133560.0
"2024-11-28",DJFRZ,DLLP,Droits d'assises sur le lait en ,0.0,1815000.0
"2024-11-28",DJFRZ,FDT,Frais de Timbre,65000.0,66000.0
"2024-11-28",DJFRZ,FJT,FJSL TRANSIT ALCOOL ET TABAC,910138.0,910138.0
"2024-11-28",DJFRZ,RFSH,Redevance Fonds Soutien Handicaps,0.0,3757.0
"2024-11-28",DJFRZ,TIC10,Taxe Intérieur Consommation à 10%,302914.0,0.0
"2024-11-28",DJFRZ,TIC23,Taxe Intérieur Consommation à 23%,335068.0,2691365.0
"2024-11-28",DJFRZ,TTT,Transit Tabacs Terrestre,1365207.0,1365207.0
"2024-11-28",DJFRZ,TVA,Taxe sur la Valeur Ajoutée,525749.0,1780181.0
"2024-11-28",DJGAR,CUA,Taxe de Contribution de l'UA,109240.0,110740.0
"2024-11-28",DJGAR,FDT,Frais de Timbre,25000.0,28000.0
"2024-11-28",DJGAR,TIC8,Taxe Intérieur de Consommation à 8%,4370130.0,4370130.0
"2024-11-28",DJGAR,TVA,Taxe sur la Valeur Ajoutée,0.0,75000.0
"2024-11-28",DJPRT,CUA,Taxe de Contribution de l'UA,438919.0,301594.0
"2024-11-28",DJPRT,DAA,Droit d'Accisse Alcool,0.0,804195.0
"2024-11-28",DJPRT,DEG,Droit d'assise eau gazeuse,243096.0,243096.0
"2024-11-28",DJPRT,DEM,Droit d'accises Eau Minéral,10584.0,10584.0
"2024-11-28",DJPRT,DJU,Droit D'assises Jus des Fruits,63240.0,63240.0
